feature_idx,description,top_modalities,top_orientations,top_structures,mean_activation,combined_rank,interp_score,true_concept_rank,is_successful,distractor_features,distractor_concepts,ranking_output,parse_success,train_activation_mean,val_activation_mean
253,CT of the rib cage,ct,"y, z","age, gender, pathology, skull, colon",0.14470235705375672,306.5,0.0346318796565299,5,False,"[3382, 5149, 1249, 4797]","['CT of the rib cage', 'Axial CT of the thorax and lungs', 'CT of the rib cage', 'Axial CT of the thoracic spine and spinal canal in an elderly male patient']",Let's analyze the provided data to determine the best description for the monosemantic sparse feature.  **Data Analysis:**  1.  **Modality:** All samples are CT scans. 2.  **Orientation:**     *,False,0.21951216459274292,0.16603302955627441
433,CT of the skull,ct,"x, z","age, gender, pathology, brain, skull",0.09592209756374359,307.5,0.0376040605572541,1,True,"[5128, 6718, 2388, 6574]","['CT of the rib cage', 'Sagittal CT or MRI of the left rib cage in an elderly patient', 'CT of the thorax and mediastinum', 'Coronal CT of the paraspinal muscles']","D, E, C, B, A",True,0.14209336042404175,0.12405108660459518
143,CT of the skull,ct,"y, z","age, gender, pathology, skull, costal_cartilages",0.07780429720878601,307.5,0.0570432405437329,5,False,"[1827, 5168, 7753, 7051]","['CT of the rib cage', 'CT of the rib cage', 'CT of the rib cage', 'CT of the rib cage']","A, C, E, B, D",True,0.12864425778388977,0.10739972442388535
1403,Coronal CT of the chest and upper abdomen in an adult patient,ct,y,"age, aorta, clavicula_left, gender, heart",0.04208347797393799,308.0,0.0440044585898797,2,True,"[2538, 4258, 4298, 5606]","['CT of the head and skull', 'CT of the skull in a female patient', 'Coronal CT of the chest and rib cage', 'CT of the rib cage and thoracic spine']","B, A, E, C, D",True,0.06649449467658997,0.0505533367395401
4007,Sagittal CT of the shoulder girdle in an elderly patient,ct,x,"age, gender, pathology, humerus_left, scapula_left",0.06538981944322586,310.0,0.0582509654863239,1,True,"[6675, 5822, 84, 6334]","['CT of the thorax and mediastinum', 'CT of the rib cage', 'Axial CT of the skull', 'Axial CT of the ribs and rib cage']","A, E, B, D, C",True,0.08411084860563278,0.08110899478197098
1901,CT of the cervical spine and spinal canal,ct,"x, y","age, gender, pathology, skull, costal_cartilages",0.09255382567644119,311.0,0.040447969011615,3,False,"[2177, 966, 7318, 3856]","['CT of the rib cage', 'Coronal CT of the pelvis and gluteal muscles in a male patient', 'Axial CT of the rib cage', 'CT of the skull']","A, B, E, C, D",True,0.10804367810487747,0.11602649837732315
355,Axial CT of the abdomen and retroperitoneum,ct,"z, x","age, gender, pathology, colon, costal_cartilages",0.04730486124753952,312.0,0.0472857596723974,1,True,"[5585, 5211, 883, 1960]","['CT of the rib cage in a female patient', 'CT of the shoulder girdle', 'Coronal CT of the rib cage', 'CT of the thorax and mediastinum']","C, A, D, E, B",True,0.0792505070567131,0.06335372477769852
352,Coronal CT of the chest and upper abdomen in an adult patient,ct,"y, x","age, gender, liver, pathology, aorta",0.05865502804517746,313.5,0.0397195422954385,1,True,"[8142, 9, 2016, 243]","['CT of the rib cage', 'CT of the paraspinal muscles', 'Coronal CT of the paraspinal muscles', 'CT of the skull in a male patient']","D, B, C, A, E",True,0.08016518503427505,0.08631373196840286
1162,Sagittal CT of the mediastinum and heart in an elderly patient,ct,"x, y","age, gender, pathology, aorta, heart",0.07263960987329483,315.0,0.0292284801827271,2,True,"[3164, 1320, 7365, 6252]","['CT of the rib cage', 'CT of the rib cage', 'CT of the rib cage', 'Sagittal CT of the male torso including the rib cage and vertebral column.']","E, B, A, C, D",True,0.10329192131757736,0.08635263890028
963,Coronal CT of the rib cage and associated structures in elderly male patients.,ct,y,"age, gender, pathology, aorta, lung_upper_lobe_left",0.06415030211210251,320.0,0.0327077620803102,1,True,"[490, 4978, 3530, 7013]","['Axial CT of the skull in a male patient', 'Coronal CT of the thoracic spine and paraspinal muscles in an adult male patient.', 'CT of the bony pelvis and proximal femur', 'Sagittal CT of the rib cage']","D, E, A, C, B",True,0.08663945645093918,0.07644534856081009
104,Coronal CT of the thoracic spine and ribs,ct,y,"age, gender, liver, pathology, vertebrae_L1",0.06454246938228607,322.0,0.034096011555361,1,True,"[1985, 92, 1720, 2478]","['Axial CT of the upper thoracic spine and surrounding structures.', 'CT of the vertebral column', 'CT or MRI of the shoulder girdle and rib cage in an elderly patient', 'Coronal CT of the thorax and mediastinum']","E, C, B, A, D",True,0.07924925535917282,0.07444098591804504
57,CT of the skull,"ct, mri","z, y","age, gender, pathology, brain, skull",0.06779961735010147,322.5,0.0503481955159776,2,True,"[5349, 4029, 969, 982]","['Sagittal CT of the shoulder girdle', 'Sagittal CT of the rib cage and shoulder girdle in an elderly patient', 'Sagittal CT of the rib cage in a middle-aged male patient', 'Axial CT of the brain and skull']","B, E, A, D, C",True,0.10823125392198563,0.08679292351007462
119,CT of the rib cage and associated structures,"ct, mri","z, y","age, gender, pathology, brain, aorta",0.07606319636106491,324.5,0.0255145573482398,1,True,"[1317, 2691, 3118, 938]","['Axial CT of the thorax and mediastinum in a male patient', 'Sagittal CT of the right shoulder girdle in a male patient', 'CT of the rib cage', 'CT of the skull']","A, C, B, D, E",True,0.10970539599657059,0.0887238159775734
875,CT of the skull,ct,"z, y","age, gender, pathology, skull, spinal_cord",0.07764986902475357,325.5,0.0443162682071935,2,True,"[5306, 5227, 7783, 7757]","['Sagittal CT of the rib cage', 'Vertebrae', 'Sagittal CT of the thoracic spine and mediastinum in an elderly male patient', 'Coronal CT of the thorax and mediastinum']","A, B, D, E, C",True,0.10933459550142288,0.09821531921625137
1746,Sagittal CT of the right rib cage and mediastinum,ct,x,"age, gender, pathology, costal_cartilages, lung_lower_lobe_right",0.09421180635690689,326.0,0.0390586847398862,2,True,"[869, 3428, 761, 6121]","['CT of the skull', 'CT of the rib cage', 'CT of the bony pelvis in a male patient', 'Coronal CT of the thorax and mediastinum']","D, E, A, C, B",True,0.15187710523605347,0.1129918321967125
1700,Sagittal CT of the shoulder girdle including the humerus,ct,x,"age, gender, pathology, humerus_right, gluteus_maximus_right",0.07143525928258895,330.0,0.0447932173778333,1,True,"[2163, 808, 1992, 7665]","['Sagittal CT of the thoracic and lumbar spine and spinal canal in a male patient.', 'CT of the rib cage', 'CT of the shoulder girdle in a middle-aged patient', 'CT of the thoracic spine and spinal canal']","C, D, E, A, B",True,0.09798645228147507,0.0788276419043541
1934,Axial CT of the skull in an elderly patient,ct,z,"age, gender, pathology, gluteus_maximus_right, spinal_cord",0.06082926094532013,330.5,0.025268212180813,2,True,"[2369, 2513, 6586, 1399]","['Sagittal CT of the rib cage', 'CT of the skull and brain in an elderly patient', 'CT of the skull', 'Coronal CT of the thorax and paraspinal muscles']","D, A, E, C, B",True,0.08400532603263855,0.07954871654510498
251,Coronal CT of the brain and skull,"ct, mri","y, z","age, gender, brain, pathology, skull",0.05700268447399139,331.5,0.0333899492341757,1,True,"[1748, 4708, 2001, 5527]","['CT of the rib cage', 'Axial CT or MRI of the thoracic spine and spinal canal in a female patient.', 'CT of the skull', 'CT of the pelvis in a female patient']","A, E, C, D, B",True,0.12593534588813782,0.11066287010908127
274,CT of the thorax and mediastinum,"ct, mri","y, z","age, gender, pathology, costal_cartilages, spinal_cord",0.0631476640701294,332.0,0.0243050139568124,2,True,"[2113, 1986, 5334, 4143]","['Sagittal CT of the pelvis and lumbar spine in a male patient', 'CT of the skull and brain', 'Axial MRI of the brain in an elderly female patient', 'CT of the thorax including ribs and vertebrae']","E, C, A, D, B",True,0.0853932797908783,0.08304877579212189
1239,Axial CT of the rib cage and paraspinal muscles,ct,z,"age, gender, pathology, aorta, autochthon_left",0.03454576879739761,335.0,0.0406225854385714,2,True,"[5696, 1708, 329, 971]","['Axial CT of the rib cage and paraspinal muscles.', 'CT or MRI of the shoulder girdle', 'CT of the abdomen and pelvis in a middle-aged male patient', 'CT of the rib cage and associated structures']","D, B, A, E, C",True,0.05152244120836258,0.04224646836519241
2024,Axial CT of the pelvis in an elderly patient,ct,z,"age, gender, pathology, common_carotid_artery_left, common_carotid_artery_right",0.06543531566858292,336.0,0.0418845822983464,5,False,"[3256, 2136, 7856, 3977]","['CT of the skull', 'CT of the proximal femur', 'Axial CT of the ribs and thoracic spine', 'CT of the rib cage and shoulder girdle']","A, B, E, C, D",True,0.07675307989120483,0.09239525347948074
111,CT of the brain and skull,ct,"z, y","age, gender, pathology, skull, brain",0.05938905924558639,337.0,0.0327306478311702,1,True,"[5296, 3971, 3189, 468]","['CT of the rib cage and associated structures', 'CT of the rib cage', 'Sagittal CT of the lumbar spine and spinal canal in a male patient', 'CT of the bony pelvis in a female patient']","D, B, C, E, A",True,0.11920344084501266,0.10380839556455612
481,Sagittal CT of the left hip and proximal femur,ct,"x, y","age, gender, costal_cartilages, pathology, colon",0.07153731435537339,337.5,0.0274704137071407,5,False,"[2061, 6361, 5496, 3333]","['CT of the rib cage', 'CT of the rib cage', 'CT of the rib cage', 'Axial CT of the paraspinal muscles and vertebral column.']","A, B, C, E, D",True,0.0881296768784523,0.08949904888868332
263,Coronal CT of the rib cage and skull in an adult patient,ct,"y, z","age, gender, pathology, skull, gluteus_maximus_left",0.08695572167634964,340.5,0.0454998536999334,1,True,"[5386, 6875, 63, 4973]","['Axial CT of the paraspinal muscles and vertebral column', 'Sagittal CT of the proximal femur in a male patient', 'Coronal CT of the thorax and mediastinum in an adult patient', 'CT or MRI of the thorax including the ribs, scapulae, and vertebral bodies.']","Let's analyze the metadata of the 5 samples with high activation for this sparse feature:  1.  **Modality:** All samples are CT. 2.  **Orientation:** Sample 1 is Axial (z), Sample 2",False,0.1341298222541809,0.09995125979185104
1774,Coronal CT of the skull,ct,"y, x","age, gender, pathology, skull, costal_cartilages",0.07855180203914643,346.5,0.0274460625254857,4,False,"[6428, 3534, 1911, 7833]","['CT of the rib cage', 'Axial CT of the abdomen and pelvis in an adult patient', 'CT of the rib cage in a male patient', 'Coronal CT of the thorax and upper abdomen in a female patient']","C, A, D, E, B",True,0.1254933476448059,0.10387106984853745
7448,Axial CT of the skull in a male patient,ct,"z, y, x","age, gender, pathology, brain, skull",0.061142823100090025,346.5,0.0405959259037914,2,True,"[7013, 3869, 8025, 3418]","['Sagittal CT of the rib cage', 'CT of the rib cage and associated structures', 'CT of the skull', 'CT of the thoracic spine and vertebral bodies']","B, E, D, A, C",True,0.08941050618886948,0.07869873940944672
346,Coronal CT of the pelvis and hip flexors,"ct, mri","y, x","age, gender, hip_right, iliopsoas_right, colon",0.05777013748884201,351.0,0.0232081036492884,1,True,"[2685, 432, 5645, 2941]","['Sagittal CT of the left rib cage and scapula', 'CT of the chest including ribs and lungs', 'CT of the rib cage', 'CT of the thoracic spine and paraspinal muscles']","C, B, E, A, D",True,0.089810810983181,0.08003493398427963
816,Sagittal CT of the rib cage and proximal femur in an elderly male patient,ct,"x, y, z","age, gender, pathology, humerus_right, scapula_right",0.0925681784749031,353.0,0.0385443840077767,1,True,"[5999, 2440, 2624, 5258]","['CT of the rib cage and associated structures', 'CT or MRI of the bony pelvis and proximal femur', 'CT of the rib cage', 'Coronal CT of the rib cage and associated structures in an elderly male patient']","A, C, E, B, D",True,0.12407422810792923,0.11477900296449661
575,Sagittal CT of the thoracic spine and paraspinal muscles in a male patient.,ct,x,"age, costal_cartilages, gender, liver, pathology",0.060338403284549716,354.0,0.0301915672668562,2,True,"[6538, 855, 5087, 2256]","['Coronal CT of the abdomen and rib cage in an elderly male patient', 'Sagittal CT of the thoracic spine and spinal canal in an adult male patient.', 'CT of the abdominal vasculature, kidneys, and liver', 'Axial CT of the thorax and mediastinum']","D, B, E, C, A",True,0.07913321256637573,0.07074585556983948
126,Coronal CT of the shoulder girdle in an elderly male patient,ct,"y, x","age, gender, pathology, costal_cartilages, sternum",0.15878539085388182,355.5,0.029759825905765,4,False,"[4924, 6885, 1860, 7955]","['Sagittal CT of the rib cage in a male patient', 'CT of the rib cage', 'CT of the skull', 'CT of the rib cage']","B, C, E, D, A",True,0.2084239423274994,0.18326660990715027
494,CT of the skull in a male patient,"ct, mri","z, y","age, gender, pathology, brain, skull",0.06736882776021957,355.5,0.0338260263331712,3,False,"[4104, 5023, 6670, 1828]","['Sagittal CT or MRI of the skull and brain in an elderly patient', 'Axial MRI of the abdomen in an elderly patient', 'CT of the rib cage', 'CT of the rib cage']","A, B, E, C, D",True,0.11079954355955124,0.08833298832178116
63,Coronal CT of the thorax and mediastinum in an adult patient,"mri, ct","y, z, x","age, gender, humerus_left, pathology, brain",0.03861427158117294,356.0,0.0223893206203164,3,False,"[7028, 1564, 621, 3783]","['Coronal CT of the rib cage', 'CT of the rib cage and associated structures', 'MRI of the heart and lungs in the thorax', 'CT of the thorax and mediastinum']","C, B, D, A, E",True,0.09399048238992691,0.09275764971971512
100,Axial CT of the brain and skull in an elderly patient,"ct, mri","y, z, x","age, gender, brain, pathology, skull",0.07073589116334915,358.5,0.0271417853226125,1,True,"[6583, 910, 3631, 827]","['Axial CT of the lumbar spine and spinal canal', 'CT of the rib cage', 'CT of the thoracic spine and paraspinal muscles in an elderly patient', 'CT of the rib cage in a male patient']","B, D, C, A, E",True,0.11264293640851974,0.10226549953222275
2921,Coronal CT or MRI of the lumbar spine and spinal canal in an elderly male patient.,"ct, mri","y, x","age, gender, spinal_cord, aorta, autochthon_right",0.030401068925857543,358.5,0.0319763769795099,1,True,"[3498, 815, 879, 4842]","['CT of the rib cage', 'CT of the bowel in a male patient', 'Coronal CT of the rib cage in an adult male patient', 'Axial CT of the lumbar spine and spinal canal in a middle-aged female patient']","E, B, D, C, A",True,0.04656650871038437,0.041529469192028046
91,CT of the thoracic spine and paraspinal muscles,ct,"x, y","age, gender, pathology, hip_left, femur_left",0.07617661207914353,360.0,0.0261863426567001,2,True,"[4048, 234, 6262, 291]","['Coronal CT of the thoracic spine and rib cage in a male patient', 'Axial MRI of the abdomen in an elderly female patient', 'Sagittal CT of the rib cage in a male patient', 'Coronal CT of the abdomen and pelvis in an elderly patient']",Rationale: The sparse feature is activated across 5 samples. Let's analyze the commonalities and differences in the metadata:  1.  **Modality:** All samples are CT scans. 2.  **Orientation:** The orientations are,False,0.09538925439119339,0.08321825414896011
42,Sagittal CT of the rib cage in a female patient,ct,x,"age, costal_cartilages, liver, small_bowel, gender",0.06697750389575959,362.5,0.0212136590754635,1,True,"[5330, 959, 2439, 262]","['CT of the skull', 'CT of the shoulder girdle in a male patient', 'Sagittal CT of the pelvis in a male patient', 'CT of the skull']","A, E, B, C, D",True,0.09073232859373093,0.07687294483184814
103,Sagittal CT of the pelvis and proximal femur,"ct, mri","x, y","age, gender, pathology, small_bowel, liver",0.09484569728374481,368.5,0.0244806098949938,2,True,"[4347, 6000, 3515, 4216]","['Axial CT of the abdomen and spine in an elderly patient', 'CT of the rib cage', 'Axial CT of the bony pelvis and proximal femur in an elderly female patient', 'Coronal CT of the abdomen and pelvis in an elderly patient']","B, C, D, A, E",True,0.13392484188079834,0.1480204463005066
1463,Sagittal CT of the thorax and mediastinum,ct,"x, y","age, costal_cartilages, gender, heart, liver",0.0556124672293663,370.0,0.0310669945127764,1,True,"[6432, 4813, 5930, 8000]","['Axial CT or MRI of the brain in an adult patient', 'CT of the rib cage in an elderly male patient', 'CT of the rib cage', 'Coronal CT of the skull in a male patient']","A, E, B, C, D",True,0.08039652556180954,0.07091625779867172
1709,CT of the thorax and mediastinum,ct,"x, z, y","age, gender, pathology, lung_upper_lobe_right, heart",0.050274507701396944,370.5,0.0268963046594452,1,True,"[5063, 5938, 1391, 5861]","['CT of the rib cage', 'Axial CT of the head and skull', 'CT of the rib cage', 'CT of the rib cage']","B, A, D, E, C",True,0.08417724817991257,0.07925774902105331
469,CT of the skull,ct,"x, z, y","age, gender, pathology, brain, skull",0.048281235992908476,371.0,0.0266811244521281,1,True,"[8143, 1852, 3998, 1641]","['CT of the brain', 'Sagittal CT of the right paraspinal muscles and rib cage', 'Coronal CT of the skull in a female patient', 'CT of the rib cage']","C, B, E, A, D",True,0.09969397634267807,0.07712950557470322
201,CT of the shoulder girdle and upper chest in an adult patient,"ct, mri","z, x","age, gender, pathology, spinal_cord, autochthon_left",0.07510857731103897,371.5,0.0376953759494221,1,True,"[785, 5378, 5145, 1196]","['CT of the vertebrae', 'Axial CT of the thoracic spine and spinal canal in an elderly patient', 'Coronal CT of the bony pelvis and gluteal muscles in male patients', 'Sagittal CT of the right rib cage']","B, D, A, C, E",True,0.09740223735570908,0.10283579677343369
1059,Coronal CT of the rib cage and associated structures,ct,y,"age, aorta, gender, lung_lower_lobe_left, lung_lower_lobe_right",0.05227904617786407,372.0,0.0265550850247889,3,False,"[6020, 3887, 7464, 1599]","['Coronal CT of the rib cage', 'Axial CT or MRI of the male pelvis', 'Axial CT of the head and skull', 'CT of the rib cage']","D, C, A, E, B",True,0.06670462340116501,0.06045886129140854
280,Sagittal CT of the shoulder girdle in a male patient,ct,"x, z, y","age, gender, pathology, humerus_left, adrenal_gland_left",0.09438933134078979,372.5,0.0190660657126665,1,True,"[2443, 3208, 3482, 233]","['Sagittal CT of the rib cage in a male patient', 'Coronal CT of the chest and upper abdomen in an adult patient', 'CT of the rib cage', 'CT of the thorax and mediastinum']","A, C, E, B, D",True,0.12141043692827225,0.10475640743970871
607,CT of the thoracic spine and associated structures,ct,"x, y","age, gender, liver, pathology, vertebrae_T10",0.07157057225704193,373.5,0.0263442733268413,1,True,"[6109, 4855, 7178, 6723]","['Sagittal CT of the female thorax', 'CT of the rib cage', 'Coronal CT of the thorax and rib cage', 'Sagittal CT of the rib cage and thoracic spine in an elderly female patient']","B, D, E, C, A",True,0.09805210679769516,0.09142708033323288
34,Coronal CT of the bony pelvis and proximal femur in an elderly patient,ct,y,"age, gender, pathology, iliopsoas_left, iliopsoas_right",0.09512418657541274,378.0,0.0181987455616772,1,True,"[1853, 8028, 4897, 5899]","['Axial CT of the skull and brain in an elderly patient', 'CT of the shoulder girdle', 'CT of the skull', 'CT of the rib cage']","E, C, D, B, A",True,0.1049291118979454,0.11307301372289658
67,CT of the skull,ct,"z, x","age, gender, pathology, brain, skull",0.07423238605260848,380.5,0.0378302027601181,1,True,"[2823, 7248, 413, 4524]","['CT of the rib cage', 'Axial CT of the chest and mediastinum', 'CT of the rib cage', 'Axial CT or MRI of the bony pelvis and surrounding structures in a female patient.']","E, C, D, A, B",True,0.10408828407526016,0.11112604290246964
82,CT of the thorax and mediastinum,ct,"y, z","age, gender, pathology, clavicula_right, skull",0.11955493539571763,386.5,0.0183936120919948,2,True,"[7673, 2175, 6896, 4661]","['CT of the thorax and paraspinal muscles in a female patient', 'CT of the rib cage', 'Coronal CT of the rib cage', 'CT of the pelvis in a female patient']","C, D, B, A, E",True,0.12420506030321121,0.12211104482412338
278,Axial CT of the proximal femur,ct,z,"age, gender, pathology, femur_left, femur_right",0.05596996694803238,391.0,0.0201566783204829,1,True,"[5487, 1716, 6007, 6912]","['Coronal CT of the thoracic spine and paraspinal muscles in an elderly female patient', 'Axial CT of the bony pelvis and surrounding structures in an elderly male patient.', 'CT of the rib cage', 'Axial CT of the paraspinal muscles in a male patient']","B, E, D, A, C",True,0.10391280800104141,0.08617112785577774
520,CT of the rib cage,ct,x,"age, costal_cartilages, gender, pathology, liver",0.0621471181511879,394.5,0.0257913891235558,1,True,"[668, 2583, 1121, 6338]","['CT of the bony pelvis and proximal femur', 'Axial CT/MRI of the pelvis in an elderly patient', 'CT of the rib cage in a female patient', 'Coronal CT of the rib cage and thoracic spine']","A, C, E, B, D",True,0.09127993136644363,0.09166284650564194
1291,Coronal CT of the skull,ct,y,"age, gender, pathology, costal_cartilages, skull",0.08674363642930985,394.5,0.0306947373039052,3,False,"[438, 7241, 6882, 1778]","['CT of the thoracic spine and spinal canal', 'CT of the rib cage', 'Sagittal CT of the chest and upper abdomen in an elderly patient', 'CT of the rib cage']","C, E, D, A, B",True,0.11857215315103531,0.12359636276960373
199,CT of the skull in a male patient,ct,"y, x, z","age, gender, pathology, colon, femur_left",0.08393881469964981,396.5,0.0303047610925675,1,True,"[2584, 3239, 1628, 7632]","['Coronal CT of the skull and brain in an elderly patient', 'CT or MRI of the rib cage and associated structures in an elderly patient.', 'Coronal CT of the paraspinal muscles', 'CT of the rib cage']","E, B, A, D, C",True,0.12205248326063156,0.11933872848749161
466,CT of the thorax and mediastinum,ct,y,"age, gender, pathology, heart, skull",0.10442141741514206,400.5,0.0313726466197404,2,True,"[3718, 3326, 3058, 6060]","['CT of the rib cage and associated structures', 'CT of the skull', 'CT of the thoracic spine and paraspinal muscles', 'CT of the rib cage']","A, E, C, B, D",True,0.11281756311655045,0.10544035583734512
410,Sagittal CT of the rib cage in an elderly patient,ct,"y, x","age, gender, pathology, skull, heart",0.08909138888120652,404.5,0.0271095217477274,3,False,"[6103, 2891, 417, 4239]","['CT of the bony pelvis and surrounding structures', 'CT of the thorax and mediastinum', 'CT of the abdominal vasculature and retroperitoneum', 'CT of the rib cage in a male patient']","B, E, C, A, D",True,0.10771993547677994,0.11036328226327896
631,Coronal CT of the bony pelvis and lumbar spine,ct,"z, y, x","age, gender, autochthon_right, pathology, autochthon_left",0.02598315179347992,405.0,0.0173607163040501,5,False,"[3308, 3559, 7696, 1230]","['Coronal CT of the pelvis in a male patient', 'Axial CT of the rib cage and shoulder girdle in an elderly male patient.', 'CT of the rib cage', 'Coronal CT of the bony pelvis and proximal femur in a female patient']","A, E, C, D, B",True,0.04537462443113327,0.043328799307346344
877,CT of the thorax and mediastinum in a male patient,ct,"z, y","age, autochthon_left, autochthon_right, gender, pathology",0.027168957889080046,408.0,0.0263724247453376,1,True,"[4472, 7631, 453, 2165]","['CT of the skull', 'Sagittal CT of the gluteal muscles and proximal femur', 'Sagittal CT of the rib cage in an elderly patient', 'CT of the thorax and mediastinum in an elderly male patient']","A, E, C, B, D",True,0.05019631236791611,0.04141850024461746
1351,Sagittal CT of the thoracic spine and paraspinal muscles,ct,"x, y","age, gender, pathology, aorta, brachiocephalic_vein_left",0.055186279118061066,411.0,0.0271273155879913,1,True,"[7335, 4619, 7485, 6598]","['CT of the thoracic spine and ribs in an elderly patient', 'CT of the upper abdomen in an elderly male patient', 'CT of the abdominal vasculature and retroperitoneum', 'Sagittal CT of the pelvis in a female patient']","D, C, E, A, B",True,0.06451054662466049,0.0664960965514183
1536,Coronal CT of the bony pelvis and lumbar spine,ct,"y, x","age, autochthon_right, colon, gender, pathology",0.042660801112651824,415.0,0.031619893473399,1,True,"[415, 5244, 335, 7063]","['Sagittal CT/MRI of the thoracic spine and spinal canal in an elderly male patient', 'Coronal CT of the rib cage', 'CT of the rib cage', 'CT of the thorax and mediastinum']","B, D, C, A, E",True,0.0611848458647728,0.05671578645706177
467,CT of the male pelvis,ct,"z, y","age, gender, pathology, lung_lower_lobe_right, lung_lower_lobe_left",0.13047370314598083,415.5,0.0175142434092508,2,True,"[5790, 6465, 1024, 4702]","['CT of the skull', 'CT of the chest and mediastinum', 'Sagittal CT of the rib cage and shoulder girdle', 'Coronal CT of the rib cage']","E, A, C, D, B",True,0.13047370314598083,0.13047370314598083
489,CT of the bony pelvis and proximal femur,ct,"y, x","age, gender, pathology, hip_right, iliopsoas_right",0.028344735503196716,417.5,0.0165734472047233,1,True,"[6286, 1044, 6206, 2981]","['Coronal CT of the rib cage', 'CT of the rib cage', 'CT of the skull', 'Sagittal CT of the right rib cage']","A, D, B, C, E",True,0.05758116394281387,0.05213793367147446
217,CT or MRI of the brain in an adult patient,"ct, mri","z, y, x","age, gender, brain, pathology, skull",0.036773374676704405,419.5,0.0252703960635503,1,True,"[3426, 5614, 4496, 5737]","['Axial CT of the bony pelvis in a female patient', 'CT of the vertebrae', 'CT of the rib cage', 'CT of the ribs and associated structures']","E, D, B, A, C",True,0.07729337364435196,0.07208282500505447
585,CT of the skull,ct,"x, y, z","age, gender, pathology, skull, humerus_left",0.16137269735336304,423.5,0.0180731509555886,1,True,"[5414, 7429, 2587, 3269]","['Coronal CT of the rib cage in an elderly female patient', 'Coronal CT of the abdomen and retroperitoneum in an elderly patient', 'CT of the skull', 'Axial CT of the skull in an elderly patient']","E, C, A, B, D",True,0.1861264407634735,0.1748250126838684
29,Sagittal CT of the right rib cage and shoulder girdle,ct,x,"age, gender, pathology, clavicula_left, lung_upper_lobe_left",0.07226244360208511,424.0,0.0306307608532677,2,True,"[2578, 2545, 5063, 2855]","['CT of the skull', 'CT or MRI of the upper abdomen and rib cage in an elderly female patient', 'CT of the rib cage', 'CT of the shoulder girdle in a male patient']","A, D, E, B, C",True,0.12922057509422302,0.09908806532621384
172,"Coronal CT of the abdomen and pelvis including the aorta, liver, kidneys, and vertebral column.","ct, mri","y, x","age, gender, liver, aorta, colon",0.051458939909935,425.0,0.0224321382638103,1,True,"[8166, 867, 4906, 4723]","['Axial CT of the thorax and mediastinum', 'Sagittal CT of the right rib cage', 'CT of the rib cage in a male patient', 'CT of the proximal femur']","A, B, E, C, D",True,0.06441795080900192,0.05654190480709076
732,MRI of the brain in an elderly male patient,"mri, ct","x, z","age, gender, brain, heart, pathology",0.04129396751523018,426.5,0.0163046940179497,3,False,"[2195, 6994, 7102, 1517]","['CT of the rib cage', 'CT of the rib cage', 'Axial CT of the hip and proximal femur in a female patient', 'Sagittal MRI of the pelvis and proximal femur in a female patient']","A, E, C, D, B",True,0.11722039431333542,0.09957782179117203
348,Sagittal CT of the rib cage and mediastinum,ct,x,"age, gender, colon, costal_cartilages, heart",0.07285331338644027,426.5,0.0190693615007059,1,True,"[30, 7938, 3505, 2628]","['CT of the vertebral column in an elderly patient', 'Sagittal CT of the rib cage in an adult patient', 'CT of the bony pelvis and proximal femur in an elderly patient', 'CT of the shoulder girdle']","A, B, D, C, E",True,0.09831341356039047,0.09076587110757828
71,CT of the abdomen and pelvis in an adult patient,ct,y,"age, gender, pathology, costal_cartilages, skull",0.13151314854621887,430.5,0.0161991275899357,3,False,"[3522, 3012, 954, 4]","['Axial CT or MRI of the abdomen in an elderly patient', 'Coronal CT of the rib cage in a female patient', 'CT of the rib cage in a male patient', 'Axial CT of the cervical spine and spinal canal']","B, E, C, D, A",True,0.13169977068901062,0.13151314854621887
168,Axial CT of the thoracic spine and spinal canal in an elderly patient,"ct, mri","y, z","age, gender, pathology, autochthon_right, scapula_left",0.08252287060022354,431.5,0.0250888268091396,3,False,"[4670, 3824, 6185, 1862]","['Coronal CT of the thorax and rib cage', 'CT of the abdomen and retroperitoneum', 'CT of the thorax and rib cage', 'Sagittal CT of the right chest including ribs and lung']","C, B, A, E, D",True,0.11306937783956528,0.099102683365345
1752,MRI of the thoracic spine and vertebrae in an elderly female patient,"mri, ct","z, y","age, gender, spinal_cord, vertebrae, lung_lower_lobe_right",0.07030443549156189,436.0,0.0158886397565431,4,False,"[3137, 3021, 7955, 2633]","['CT of the rib cage', 'Sagittal CT of the bony pelvis and proximal femur in an elderly patient', 'CT of the rib cage', 'Coronal CT of the thoracic spine and paraspinal muscles']","B, C, D, E, A",True,0.09272987395524979,0.10348700731992722
6,Coronal CT of the head and skull,ct,"x, z, y","age, gender, pathology, skull, brain",0.04986097365617752,438.0,0.0219631585285559,3,False,"[2731, 4717, 1621, 702]","['Coronal CT of the skull', 'Coronal CT of the skull and ribs in an elderly patient', 'CT of the skull and brain', 'CT of the rib cage']","B, A, E, C, D",True,0.12201877683401108,0.09891887754201889
246,CT of the abdomen and pelvis in an elderly male patient,ct,"y, z","age, gender, pathology, colon, liver",0.047941508889198306,438.0,0.0222260740178447,4,False,"[6844, 3689, 908, 6046]","['Axial CT of the abdominal vasculature and retroperitoneum in an elderly patient.', 'Axial CT of the thoracic spine and spinal canal in an elderly male patient', 'CT of the thorax and mediastinum in a male patient', 'CT of the thoracic spine and paraspinal muscles']","D, B, C, E, A",True,0.06921268254518509,0.06246497482061386
