feature_idx,description,top_modalities,top_orientations,top_structures,mean_activation,combined_rank,interp_score,true_concept_rank,is_successful,distractor_features,distractor_concepts,ranking_output,parse_success,train_activation_mean,val_activation_mean
176,Coronal CT of the abdomen and pelvis in an adult patient,ct,"y, x, z","age, gender, pathology, lung_lower_lobe_left, rib_left_9",0.03382406011223793,341.5,0.0241215863496275,3,False,"[3807, 5196, 5703, 7449]","['Axial MRI of the abdomen and retroperitoneum in a male patient', 'CT of the thoracic vertebrae and ribs', 'Axial MRI of the pelvis and paraspinal muscles in an elderly male patient', 'CT of the thoracic spine and associated structures']","C, A, B, E, D",True,0.041145484894514084,0.0401306115090847
393,Coronal MRI of the paraspinal muscles and spinal canal,mri,"z, y","age, gender, hip_right, sacrum, colon",0.05023004561662674,349.5,0.0193884575783203,2,True,"[2367, 5606, 6777, 1206]","['CT or MRI of the thorax and upper abdomen in a male patient.', 'Coronal CT of the thoracic spine and paraspinal muscles', 'CT of the paraspinal muscles and vertebral bodies', 'CT of the bony pelvis and proximal femur']","B, D, E, C, A",True,0.06785885244607925,0.055870912969112396
1325,"Coronal CT of the thorax, rib cage, and spinal canal in a male patient.",ct,y,"age, gender, pathology, liver, lung_upper_lobe_left",0.029487067461013795,350.0,0.0200521356391173,1,True,"[3320, 1553, 1314, 1597]","['Coronal CT or MRI of the thoracic spine in an elderly patient', 'Coronal CT of the thoracolumbar spine and paraspinal muscles in a female patient', 'CT or MRI of the thorax including the lungs and ribs.', 'Coronal CT or MRI of the thoracolumbar spine and paraspinal muscles in a female patient.']","D, E, C, B, A",True,0.03938499838113785,0.03554612025618553
543,Axial CT or MRI of the chest and upper abdomen in a male patient.,"ct, mri",z,"age, gender, aorta, autochthon_left, autochthon_right",0.025200363993644715,350.0,0.0260284942415403,1,True,"[838, 5860, 4248, 4432]","['Iliopsoas muscle on MRI', 'Coronal CT of the thorax including ribs and vertebral column', 'CT of the vertebral column', 'Coronal CT or MRI of the lumbar spine and spinal canal']","B, E, A, D, C",True,0.03680663928389549,0.03596843034029007
1277,"Coronal MRI of the pelvis, hip, and lumbar spine","mri, ct",y,"age, gender, gluteus_medius_left, hip_left, hip_right",0.05176389217376709,351.5,0.0178899000226635,1,True,"[892, 1835, 348, 4978]","['CT of the thoracic spine and paraspinal muscles', 'Coronal CT/MRI of the thorax including ribs and vertebral column', 'Sagittal CT or MRI of the proximal femur and hip region.', 'Axial CT of the thorax and mediastinum']","E, B, C, A, D",True,0.055132053792476654,0.05990465730428696
385,CT or MRI of the paraspinal muscles and vertebrae,"ct, mri","z, y, x","age, autochthon_left, autochthon_right, gender, spinal_cord",0.03940016701817513,358.0,0.0181523089597937,1,True,"[6105, 1549, 2275, 4512]","['Axial CT of the thorax and mediastinum in an elderly male patient', 'Coronal CT of the thorax including ribs and vertebral bodies', 'Coronal CT of the rib cage', 'Axial CT of the bony pelvis and proximal femur in an elderly male patient']","B, A, E, C, D",True,0.04998764395713806,0.05373106151819229
409,Coronal CT of the thorax including ribs and vertebral bodies,"ct, mri","y, z","age, gender, lung_lower_lobe_left, lung_upper_lobe_left, pathology",0.04288282170891762,363.0,0.022426427725002,1,True,"[6001, 3745, 6739, 6117]","['Coronal CT or MRI of the pelvis and hip region', 'CT of the rib cage', 'CT of the rib cage', 'Axial CT of the thorax and vertebral column in an elderly male patient']","A, B, E, C, D",True,0.058413222432136536,0.05636773258447647
1775,Coronal CT of the thorax including ribs and vertebrae,ct,"y, z","age, gender, pathology, lung_lower_lobe_left, lung_lower_lobe_right",0.029806283116340638,368.5,0.0220023320242931,2,True,"[3654, 3710, 3551, 4473]","['Coronal CT of the rib cage and thoracic spine', 'Coronal CT of the paraspinal muscles and posterior elements.', 'Sagittal CT of the thoracic spine and paraspinal muscles in an elderly male patient', 'Coronal CT of the thorax and mediastinum']","C, B, D, E, A",True,0.045719221234321594,0.04134487360715866
1781,CT of the right rib cage,"mri, ct","z, x","age, gender, autochthon_right, colon, liver",0.033837500214576724,371.0,0.0205866458208846,4,False,"[359, 783, 4522, 4530]","['Coronal CT of the abdomen and pelvis in an elderly patient', 'CT of the thoracic spine and paraspinal muscles', 'CT or MRI of the abdominal aorta and surrounding structures.', 'CT of the thoracic spine and spinal canal']","D, A, C, E, B",True,0.04765911027789116,0.04711117222905159
995,Coronal CT of the abdomen and bony pelvis in an adult patient,ct,y,"age, gender, pathology, rib_left_9, rib_right_9",0.028993966430425643,378.0,0.0204156136868526,3,False,"[2355, 4528, 7567, 3966]","['Coronal CT/MRI of the paraspinal muscles and vertebral column.', 'Coronal CT of the thoracic spine and paraspinal muscles', 'Sagittal CT of the thoracic spine and spinal canal.', 'Coronal CT of the rib cage and paraspinal muscles']","C, E, A, B, D",True,0.04072066769003868,0.036626189947128296
1308,Coronal CT of the thorax and mediastinum,ct,"y, x","age, gender, pathology, sacrum, autochthon_left",0.03075994402170181,379.5,0.0209529086558652,5,False,"[6542, 8053, 6560, 3688]","['Coronal CT of the thorax and mediastinum', 'Coronal CT of the thorax and mediastinum', 'CT of the rib cage and associated structures', 'Coronal CT of the rib cage and spine']","A, E, B, C, D",True,0.0375760942697525,0.03773330897092819
317,CT of the thorax including ribs and vertebrae,ct,"z, y","age, gender, pathology, skull, autochthon_left",0.046809278428554535,380.0,0.0195844441760427,2,True,"[4045, 2719, 6274, 3221]","['Axial CT or MRI of the pelvis in an elderly patient', 'Axial CT of the thorax and mediastinum in a male patient', 'Coronal CT of the thorax including ribs and vertebral bodies', 'CT of the thorax and rib cage']","A, E, B, D, C",True,0.061755985021591187,0.06021773815155029
329,Coronal CT of the thorax and upper abdomen in an elderly male patient,ct,"y, x","age, gender, liver, lung_middle_lobe_right, lung_upper_lobe_right",0.03804794922471046,381.5,0.0157878352562993,4,False,"[2482, 7561, 887, 6123]","['CT of the rib cage and lungs', 'Coronal CT of the bony pelvis and surrounding structures in female patients.', 'Coronal CT of the thoracic spine and rib cage', 'Coronal CT of the thoracic spine and ribs']","B, E, A, C, D",True,0.04597495123744011,0.0476938895881176
942,Coronal CT of the thorax and rib cage,ct,"y, x","age, gender, lung_upper_lobe_left, pathology, autochthon_left",0.031326808780431745,390.0,0.0198362722325244,1,True,"[6064, 3740, 4440, 5582]","['Coronal CT of the abdomen and pelvis in an adult patient', 'CT of the abdominal vasculature and surrounding structures', 'CT of the thoracic spine and paraspinal muscles in a male patient', 'CT of the thoracic spine and ribs']","C, B, E, D, A",True,0.049614328891038895,0.03611210733652115
281,CT of the rib cage and associated structures,ct,"y, x","age, gender, pathology, lung_lower_lobe_left, lung_upper_lobe_left",0.028278670459985732,390.5,0.0208768180610744,3,False,"[4365, 7006, 4836, 4016]","['Coronal CT of the thorax including ribs and vertebrae', 'Axial CT or MRI of the retroperitoneum and pelvic contents', 'Coronal CT or MRI of the vertebral column', 'CT of the thoracic spine and associated structures']","C, B, D, A, E",True,0.03395627811551094,0.03333469480276108
225,CT of the thoracic spine and rib cage,ct,"y, x","age, gender, pathology, aorta, colon",0.04458046853542328,391.0,0.0172022936341345,1,True,"[4014, 6477, 1306, 2615]","['CT of the thorax and mediastinum', 'Coronal MRI of the paraspinal muscles and spinal canal', 'Coronal CT of the rib cage and mediastinum in a male patient.', 'Coronal CT of the bony pelvis and rib cage in an elderly patient']","E, C, B, A, D",True,0.07004367560148239,0.05705162137746811
1565,Coronal MRI of the pelvis in an elderly female patient,mri,"z, y, x","age, gender, vertebrae, aorta, intervertebral_discs",0.026735752075910568,394.0,0.0219063066344198,5,False,"[1284, 7541, 4654, 5887]","['CT of the rib cage', 'CT or MRI of the thoracic spine and paraspinal muscles.', 'CT of the rib cage', 'Axial CT or MRI of the brain in an elderly patient']","D, A, B, C, E",True,0.040278706699609756,0.03598151355981827
501,CT of the rib cage and thoracic spine,ct,"x, y","age, gender, pathology, costal_cartilages, liver",0.03270433098077774,394.5,0.0158382724018483,2,True,"[5046, 5414, 6952, 1057]","['CT of the thoracic spine and associated structures', 'CT of the lumbar spine and spinal canal', 'Coronal CT or MRI of the abdomen and pelvis in a female patient', 'Coronal CT of the thoracic spine and rib cage']","A, C, B, E, D",True,0.039223283529281616,0.03640115261077881
203,CT of the rib cage,ct,"y, z, x","age, gender, pathology, lung_upper_lobe_right, colon",0.02638150081038475,395.5,0.0174692618072805,4,False,"[366, 2365, 5801, 81]","['Coronal CT of the rib cage and paraspinal muscles', 'Coronal CT of the thoracic spine and ribs', 'CT of the rib cage', 'Sagittal CT of the cervical and thoracic spine and spinal canal in a female patient']","C, E, A, D, B",True,0.039597850292921066,0.03553464636206627
582,Coronal CT of the thorax and rib cage in a male patient,ct,"y, x, z","age, gender, lung_upper_lobe_right, pathology, rib_right_2",0.029960504919290542,397.5,0.0222893314146052,1,True,"[3497, 2319, 7511, 2657]","['CT of the abdominal vasculature and bowel in an adult patient', 'CT of the thoracic spine and paraspinal muscles', 'Coronal CT of the rib cage and paraspinal muscles', 'Coronal CT or MRI of the rib cage in an adult patient']","B, A, E, C, D",True,0.04415328428149223,0.04183541610836983
360,Coronal CT of the rib cage and mediastinum,ct,"y, x","age, gender, pathology, heart, liver",0.05102826356887817,398.5,0.0161671393886539,3,False,"[4319, 5871, 856, 5957]","['Coronal CT of the thoracic spine and ribs', 'CT of the thorax and mediastinum', 'Coronal CT of the thorax and rib cage', 'Coronal CT of the thorax and mediastinum']","A, D, B, E, C",True,0.06664999574422836,0.06440079212188721
372,Coronal CT of the thorax and paraspinal muscles,ct,"y, x","age, gender, pathology, rib_right_9, rib_left_10",0.03223719596862793,399.5,0.0223390925875495,2,True,"[5192, 5377, 4795, 4613]","['Rib cage', 'Coronal CT of the rib cage and thoracic spine in a male patient.', 'Axial CT or MRI of the abdomen in a middle-aged male patient', 'CT of the rib cage']","D, E, A, B, C",True,0.0387001633644104,0.038955919444561005
299,CT of the rib cage and associated structures,"ct, mri","z, y","age, gender, pathology, colon, iliopsoas_right",0.02837236747145653,400.0,0.016652549933852,3,False,"[7625, 9, 5951, 1487]","['Coronal CT of the rib cage and thoracic spine', 'Sagittal CT of the shoulder girdle in an elderly patient', 'CT of the rib cage and associated structures', 'Coronal CT of the abdomen in an elderly patient']","D, A, B, E, C",True,0.05033084750175476,0.041549909859895706
483,CT of the rib cage and associated structures,ct,"x, y, z","age, gender, lung_upper_lobe_left, pathology, lung_lower_lobe_left",0.02902827486395836,400.5,0.0190511485106813,1,True,"[6450, 7782, 1748, 1389]","['Sagittal CT of the thoracic spine and spinal canal in an elderly patient', 'CT of the thoracic spine and paraspinal muscles', 'Coronal CT of the thoracic spine and rib cage in a male patient', 'Coronal CT of the thorax including ribs and vertebral bodies']","D, C, B, E, A",True,0.04428897425532341,0.04244575649499893
574,CT of the cervical spine and spinal canal,ct,"y, z, x","age, gender, pathology, skull, spinal_cord",0.0237384594976902,404.0,0.0165910916342653,4,False,"[4923, 6077, 1964, 7034]","['Coronal CT of the thoracic spine and rib cage', 'Coronal CT of the thorax including ribs and lungs', 'CT of the abdomen and pelvis in a female patient', 'CT of the rib cage and thoracic spine']","D, A, B, E, C",True,0.03893531486392021,0.028266459703445435
421,"CT or MRI of the abdominal vasculature, liver, kidneys, and surrounding structures in a male patient.","ct, mri","z, y","age, aorta, gender, spinal_cord, autochthon_left",0.027275364100933074,404.5,0.020474957291465,1,True,"[5139, 7234, 5427, 1826]","['Coronal CT of the rib cage and associated structures', 'Sagittal CT of the thoracic spine and paraspinal muscles in an adult patient.', 'Coronal CT of the rib cage and thoracic spine', 'CT of the rib cage and associated structures']","A, E, B, C, D",True,0.040750958025455475,0.0339064784348011
58,MRI of the spinal canal and vertebrae,"mri, ct","z, x","age, gender, aorta, autochthon_left, spinal_cord",0.04096439331769943,407.0,0.0162242885706277,1,True,"[5837, 2523, 205, 3979]","['CT of the pelvis in a male patient', 'Coronal CT of the thorax and paraspinal muscles', 'Coronal CT of the thoracic spine and rib cage in a middle-aged male patient', 'CT of the rib cage']","C, A, B, E, D",True,0.06123073399066925,0.0553511381149292
5500,Axial MRI of the paraspinal muscles and spinal canal,"mri, ct","z, y","age, gender, gluteus_maximus_left, autochthon_left, autochthon_right",0.020139553211629392,410.0,0.0213965075346348,1,True,"[4852, 2865, 1839, 7060]","['Axial CT of the thorax and mediastinum', 'CT of the rib cage', 'Coronal CT or MRI of the rib cage and thoracic spine', 'Coronal CT of the upper abdomen and mediastinum']","E, A, D, B, C",True,0.03344126045703888,0.027648456394672394
345,Coronal CT of the thorax and rib cage,ct,"y, x","age, gender, lung_upper_lobe_left, pathology, spinal_cord",0.035906920582056044,413.5,0.0169792417029131,2,True,"[373, 103, 5489, 1866]","['CT of the abdomen and pelvis in a middle-aged male patient', 'Coronal CT of the thoracic spine and paraspinal muscles in a male patient.', 'Coronal CT of the thorax and rib cage', 'Coronal CT of the skull']","C, D, A, B, E",True,0.04971032962203026,0.04749802127480507
296,Sagittal CT of the thoracic spine and vertebral bodies,"ct, mri","y, z, x","age, aorta, gender, lung_lower_lobe_left, lung_upper_lobe_left",0.04020095393061638,415.0,0.0158321088527219,4,False,"[7536, 1824, 4367, 354]","['CT of the rib cage and thoracic spine', 'CT of the rib cage and paraspinal muscles', 'Sagittal CT of the thoracic spine and paraspinal muscles in an elderly male patient', 'CT of the thorax and mediastinum']","C, E, B, A, D",True,0.05871383845806122,0.046326421201229095
1961,MRI of the vertebral column and spinal canal,mri,"z, y","age, gender, iliopsoas_left, aorta, liver",0.019012149795889853,415.5,0.0216339231292166,1,True,"[2666, 5418, 3516, 346]","['Coronal CT of the thorax including ribs and vertebrae', 'CT of the skull', 'CT of the rib cage', 'Coronal CT of the chest including ribs and lungs']","C, B, D, A, E",True,0.02812669798731804,0.02778450772166252
449,CT of the abdomen and pelvis,ct,"z, x, y","age, gender, pathology, colon, gluteus_medius_right",0.030865035951137543,424.0,0.0182883636812588,2,True,"[3531, 6600, 1816, 4137]","['CT of the rib cage', 'Sagittal CT or MRI of the thoracolumbar spine and paraspinal muscles in an elderly patient.', 'Sagittal CT of the cervical and thoracic spine and skull', 'CT of the chest and upper abdomen in an adult patient']","C, B, E, D, A",True,0.04911927506327629,0.044300515204668045
1714,CT of the bony pelvis and surrounding structures,ct,"y, x","age, gender, pathology, colon, hip_right",0.03952092230319977,424.5,0.0162268276274964,1,True,"[4015, 1810, 244, 2014]","['CT of the rib cage and spinal canal', 'Coronal CT of the pelvis in an elderly patient', 'Coronal CT of the bony pelvis and proximal femur in an adult patient', 'Axial CT of the lumbar spine and spinal canal in a male patient']","C, E, B, A, D",True,0.053156666457653046,0.05105093866586685
1543,CT of the rib cage and associated structures,ct,"y, z, x","age, gender, pathology, heart, lung_lower_lobe_right",0.03053908795118332,424.5,0.0178400851328978,1,True,"[3723, 6880, 3582, 3681]","['Coronal CT of the chest and mediastinum', 'Coronal CT of the bony pelvis and hip region in a female patient.', 'Sagittal CT of the paraspinal muscles and vertebral column', 'Axial CT of the chest and mediastinum']","C, A, B, E, D",True,0.04820777103304863,0.04016062989830971
338,CT of the rib cage,ct,"z, x","age, gender, pathology, autochthon_left, lung_upper_lobe_left",0.03418223410844803,425.0,0.0153387233892095,2,True,"[1771, 6480, 761, 4927]","['CT of the rib cage', 'Coronal CT of the thoracic spine and rib cage', 'Coronal CT or MRI of the pelvis in an adult patient', 'Coronal CT/MRI of the thoracic spine and paraspinal muscles in an elderly patient']","C, E, D, B, A",True,0.052610673010349274,0.043092064559459686
889,Coronal CT of the bony pelvis and proximal femur,ct,y,"age, gender, pathology, autochthon_left, autochthon_right",0.04163853228092194,429.5,0.0139630198222747,1,True,"[2601, 488, 6546, 4772]","['CT of the rib cage', 'Sagittal CT or MRI of the thoracic spine and spinal canal.', 'CT of the thoracic spine and spinal canal', 'CT of the rib cage and associated structures']","D, A, C, E, B",True,0.0628981813788414,0.05420573055744171
318,MRI of the retroperitoneal structures and spinal canal,mri,"z, y","age, gender, lung_left, lung_right, colon",0.028289376944303512,435.5,0.0158739216024831,1,True,"[996, 4383, 3937, 1491]","['CT of the lumbar spine and spinal canal', 'Sagittal CT of the pelvis and lumbar spine in a female patient', 'CT of the thorax and mediastinum', 'Coronal CT of the rib cage and paraspinal muscles']","B, A, E, D, C",True,0.04090788960456848,0.042497728019952774
1886,Axial CT of the bony pelvis and proximal femur,ct,"z, x","age, gender, pathology, spinal_cord, femur_left",0.020358392596244813,439.0,0.0202953911815152,1,True,"[2526, 5421, 158, 5951]","['Axial CT of the thorax and mediastinum in a male patient', 'CT of the thoracic spine and paraspinal muscles', 'CT of the thorax and mediastinum', 'CT of the rib cage and associated structures']","D, B, E, C, A",True,0.03730885311961174,0.02995222434401512
144,"Coronal CT or MRI of the thorax, including ribs, lungs, and paraspinal muscles.","ct, mri","y, z","age, gender, pathology, lung_upper_lobe_right, rib_right_4",0.040745020657777783,439.0,0.0201305044204634,1,True,"[7522, 2649, 2746, 2559]","['CT of the rib cage', 'Coronal CT/MRI of the pelvis in a middle-aged to elderly male patient', 'CT of the rib cage', 'CT or MRI of the bony pelvis and proximal femur']","C, B, D, A, E",True,0.05418316274881363,0.045428164303302765
84,Coronal CT of the thorax and rib cage,"ct, mri","y, z","age, gender, aorta, humerus_right, liver",0.04119559675455094,440.0,0.0164308107400109,1,True,"[3100, 6111, 7893, 5287]","['Coronal CT of the thoracoabdominal region including the spine and paraspinal muscles in an elderly female patient.', 'Coronal CT of the thorax and mediastinum', 'Coronal CT of the rib cage and associated structures in middle-aged patients.', 'Sagittal CT of the chest and mediastinum in a male patient.']","A, D, B, C, E",True,0.05535617470741272,0.048690732568502426
313,MRI of the hip flexors and bony pelvis in an elderly patient,"mri, ct","y, z","age, gender, hip_left, sacrum, femur_right",0.03680522963404655,441.5,0.0200229731462682,1,True,"[5825, 6406, 2220, 511]","['Coronal CT/MRI of the thorax and abdomen in a female patient', 'Coronal CT of the rib cage and associated structures in a male patient.', 'Coronal CT of the thorax and mediastinum', 'Coronal CT of the posterior thorax and lumbar spine in a male patient']","A, E, C, B, D",True,0.04297443479299545,0.05289771407842636
680,Coronal CT of the chest and upper abdomen in male patients,ct,"y, z","age, gender, pathology, lung_lower_lobe_left, aorta",0.02297738417983055,442.0,0.0147437959452041,1,True,"[4734, 3730, 7425, 4104]","['Coronal CT or MRI of the thoracolumbar spine and paraspinal muscles', 'Axial CT of the thorax including the ribs and spinal canal', 'Coronal CT of the pelvis in a male patient', 'Coronal CT or MRI of the abdomen and pelvis in an adult patient']","A, B, E, C, D",True,0.041633326560258865,0.03192697465419769
1519,Sagittal CT of the skull and brain in a middle-aged patient,ct,"x, y, z","age, gender, pathology, brain, skull",0.032605136185884474,444.5,0.0165172674352035,5,False,"[3292, 5643, 2856, 5279]","['CT of the rib cage', 'Coronal CT or MRI of the thorax and upper abdomen including the ribs and vertebral column.', 'CT of the thoracic spine and spinal canal', 'Coronal CT of the rib cage']","D, A, B, E, C",True,0.04915318638086319,0.04592271149158478
365,CT of the paraspinal muscles,ct,"z, y, x","age, costal_cartilages, gender, pathology, stomach",0.026698762178421022,445.5,0.0191112281968417,5,False,"[1890, 4911, 8156, 7799]","['CT of the rib cage and associated structures in an elderly male patient', 'CT of the thoracic spine and spinal canal in a male patient', 'Coronal CT of the thorax and mediastinum', 'Coronal CT or MRI of the torso including the spine and paraspinal muscles.']","D, C, A, E, B",True,0.04008260369300842,0.03846629709005356
949,Coronal MRI of the pelvis in a male patient,mri,"y, z, x","age, colon, gender, hip_left, hip_right",0.029748862981796263,446.5,0.0173625739556772,1,True,"[1189, 3037, 3976, 6482]","['CT of the rib cage', 'CT of the rib cage', 'Axial CT/MRI of the chest including the mediastinum and lungs.', 'Coronal CT of the thoracic spine and paraspinal muscles']","A, B, D, C, E",True,0.03734096884727478,0.03566127270460129
100,Coronal CT or MRI of the abdominal vasculature and bowel in an adult patient,"mri, ct","y, z","age, gender, colon, liver, pathology",0.022802532464265824,447.5,0.0200790116298327,1,True,"[7125, 4742, 2902, 1910]","['CT of the rib cage', 'CT of the thorax and mediastinum', 'CT of the rib cage and paraspinal muscles', 'Coronal CT of the thorax and mediastinum']","B, A, C, E, D",True,0.033339884132146835,0.0378466360270977
1964,CT of the abdomen and pelvis in a female patient,ct,"z, y, x","age, gender, pathology, colon, small_bowel",0.03531388491392136,452.5,0.0155309713722961,1,True,"[7740, 4057, 4765, 4620]","['CT of the vertebral column', 'Coronal CT of the thorax and rib cage in a male patient', 'CT of the bony pelvis and lumbar spine', 'CT of the rib cage and paraspinal muscles']","E, A, D, C, B",True,0.05659370869398117,0.049491092562675476
454,CT of the rib cage and thoracic spine,ct,"y, x","age, gender, pathology, lung_lower_lobe_left, lung_lower_lobe_right",0.03444748967885971,455.0,0.016385639747371,2,True,"[7707, 3017, 3251, 4869]","['CT of the thorax and mediastinum', 'Coronal CT of the thorax and paraspinal muscles in a male patient', 'Coronal CT or MRI of the paraspinal muscles and vertebral column in an elderly patient.', 'Axial CT or MRI of the bony pelvis and surrounding structures in an elderly male patient.']","C, D, E, A, B",True,0.05204734951257706,0.04665417969226837
1816,Sagittal CT of the cervical and thoracic spine and skull,"mri, ct","y, x, z","age, gender, brain, autochthon_right, spinal_cord",0.014721458405256271,457.0,0.0192261251864916,3,False,"[5290, 7520, 4461, 1224]","['Coronal CT or MRI of the rib cage and paraspinal muscles.', 'CT of the thoracic spine and paraspinal muscles', 'Coronal CT of the thoracic spine and paraspinal muscles', 'CT of the skull in an elderly patient']","B, C, D, E, A",True,0.023387029767036438,0.02201368287205696
1984,CT of the lumbar spine and spinal canal,ct,"y, x","age, gender, pathology, colon, hip_left",0.03610672801733017,461.5,0.016992183801208,2,True,"[4432, 2752, 6222, 422]","['Coronal CT or MRI of the lumbar spine and spinal canal', 'CT of the rib cage', 'Axial CT of the rib cage and paraspinal muscles', 'CT of the skull and brain']","D, B, E, C, A",True,0.05003490671515465,0.041833002120256424
1060,Coronal MRI of the abdomen and pelvis in an elderly patient,"ct, mri","z, y, x","age, gender, autochthon_left, colon, pathology",0.020201684534549715,463.0,0.0167822032263198,3,False,"[3771, 5269, 2895, 3050]","['CT of the thoracic spine and paraspinal muscles', 'CT of the paraspinal muscles and vertebral bodies', 'Coronal CT of the abdomen and pelvis in a female patient', 'Coronal CT or MRI of the abdomen and pelvis in an adult patient']","B, E, C, A, D",True,0.04310929775238037,0.03218425065279007
1566,CT of the abdominal vasculature and spinal canal,ct,"z, y","age, gender, pathology, brain, skull",0.0450860932469368,467.0,0.0168413879257,1,True,"[1280, 4432, 7305, 7778]","['CT of the rib cage', 'Coronal CT or MRI of the lumbar spine and spinal canal', 'Coronal CT or MRI of the paraspinal muscles and posterior elements of the thoracic spine.', 'CT of the thorax and mediastinum']","D, B, E, A, C",True,0.06117817759513855,0.056521348655223846
1121,Coronal CT of the chest and rib cage in a male patient,ct,"y, z","age, gender, pathology, heart, liver",0.026185015588998793,480.0,0.0177423026632246,1,True,"[4074, 3601, 4477, 7284]","['Coronal CT of the thorax and abdomen in a female patient', 'Coronal CT of the male pelvis including the skull', 'CT of the bony pelvis and hip flexors', 'CT of the thoracic spine and spinal canal']","B, A, E, C, D",True,0.04299177974462509,0.03653367608785629
1735,CT of the thorax and mediastinum,ct,"z, y","age, gender, pathology, skull, spinal_cord",0.05064736008644104,484.5,0.0130422718850084,3,False,"[2606, 2432, 4204, 482]","['Coronal CT of the thorax and mediastinum', 'Coronal CT of the thorax and mediastinum', 'CT of the thorax and mediastinum', 'Axial CT of the upper thorax and mediastinum']","E, C, D, A, B",True,0.06288240104913712,0.06753519922494888
948,"Coronal CT of the thorax, mediastinum, and rib cage","ct, mri","y, x, z","age, gender, liver, pathology, adrenal_gland_right",0.03792495578527451,487.0,0.0154377069720271,1,True,"[976, 6329, 6033, 5221]","['CT of the rib cage and associated structures', 'Coronal CT of the pelvis and lower abdomen in a female patient', 'CT of the rib cage', 'CT of the paraspinal muscles and vertebral bodies']","D, B, C, A, E",True,0.05301318317651749,0.050731316208839417
369,Coronal CT of the thoracic spine and rib cage,ct,"y, x","age, gender, pathology, sacrum, vertebrae_T11",0.036321277171373366,488.5,0.0146075075732071,1,True,"[1854, 6222, 6596, 5094]","['Coronal CT of the thoracic spine and paraspinal muscles', 'Axial CT of the rib cage and paraspinal muscles', 'CT of the spine and spinal canal', 'Sagittal CT of the thoracic spine and paraspinal muscles']","C, D, B, E, A",True,0.04824953153729439,0.04416379705071449
422,CT of the skull and brain,ct,"z, y, x","age, gender, pathology, autochthon_right, brain",0.052605855464935306,493.0,0.0124108436590296,2,True,"[746, 1115, 6752, 866]","['Coronal CT of the thorax and upper abdomen in an adult patient', 'CT of the skull and brain', 'CT of the paraspinal muscles', 'CT of the vertebral column']","A, E, B, D, C",True,0.07111723721027374,0.06200268119573593
1346,CT of the rib cage,ct,"z, x, y","age, gender, pathology, lung_lower_lobe_left, lung_lower_lobe_right",0.0327206514775753,504.5,0.0144154938638524,3,False,"[7083, 6480, 311, 636]","['CT of the thoracic spine and vertebral bodies', 'Coronal CT of the thoracic spine and rib cage', 'Coronal CT of the abdominal vasculature and retroperitoneum in a middle-aged male patient', 'Coronal CT of the lumbar spine and spinal canal']","A, D, E, B, C",True,0.046267133206129074,0.045359957963228226
1928,Coronal CT of the pelvis and lumbar spine in an elderly male patient,ct,"x, y, z","age, autochthon_right, gender, pathology, vertebrae_L1",0.02239702194929123,507.0,0.0150146262061425,4,False,"[5932, 4398, 8009, 5940]","['CT of the rib cage', 'CT of the chest and upper abdomen in an elderly patient', 'Sagittal CT of the hip flexors and gluteal muscles in an elderly patient', 'CT or MRI of the paraspinal muscles and vertebrae']","A, B, D, C, E",True,0.03572447970509529,0.028895925730466843
1133,CT of the thorax and mediastinum,ct,"y, z","age, gender, pathology, heart, lung_lower_lobe_left",0.0339010514318943,508.5,0.0139815695264244,1,True,"[4335, 1071, 1597, 1703]","['Sagittal CT of the pelvis in an elderly patient', 'CT of the lumbar spine and spinal canal in an elderly male patient', 'Coronal CT or MRI of the thoracolumbar spine and paraspinal muscles in a female patient.', 'Sagittal CT of the right rib cage']","A, B, D, E, C",True,0.04632902145385742,0.04294074699282646
1171,Coronal CT of the abdominal aorta and surrounding structures in elderly male patients.,ct,y,"age, aorta, gender, liver, pathology",0.03109729215502739,509.0,0.0143035851871168,4,False,"[7678, 2161, 7541, 7694]","['Axial CT of the abdominal vasculature and retroperitoneum', 'CT of the rib cage in a male patient', 'CT or MRI of the thoracic spine and paraspinal muscles.', 'CT of the rib cage in a male patient']","A, C, B, D, E",True,0.04965537041425705,0.042658839374780655
459,CT of the bony pelvis and proximal femur in an elderly patient,ct,"y, x, z","age, colon, gender, hip_right, pathology",0.02627653256058693,512.0,0.0149618608790211,2,True,"[3411, 2362, 7911, 4670]","['Coronal CT/MRI of the pelvis and lower abdomen in middle-aged to elderly patients', 'CT or MRI of the thoracic spine and paraspinal muscles', 'Coronal CT of the rib cage and thoracic spine', 'Axial CT of the thoracic spine and spinal canal']","D, E, C, B, A",True,0.03612750396132469,0.03352034091949463
1944,CT of the thorax and mediastinum in a male patient,ct,"y, z","age, gender, pathology, spinal_cord, autochthon_left",0.03677784949541092,514.0,0.0148116080257469,3,False,"[3379, 5696, 2446, 4106]","['CT of the rib cage and associated structures', 'Coronal CT or MRI of the abdomen and pelvis', 'CT of the thorax and rib cage', 'CT of the rib cage and associated structures']","B, C, A, D, E",True,0.043246470391750336,0.041777901351451874
